query,Question,variant_id,variant,chunking_method,similarity,chunk_index,chunk_text,rank,filename
layering products for sensitive skin at night,No,q_and_a__html,q_and_a,html,0.835,0,Nighttime Skincare Routine for Sensitive Skin: Q&A Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,4,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__html,structured_content,html,0.832,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes The Purpose of Nighttime Care,5,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__html,q_and_a,html,0.808,5,"Are eye creams or spot treatments necessary for sensitive skin at night? Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Should I always use actives in my nighttime routine?",6,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__html,structured_content,html,0.788,5,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",7,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__html,dense_prose,html,0.773,3,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the routine feels sustainable, soothing, and in service of your skin’s unique needs.",8,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__html,dense_prose,html,0.724,4,"A simplified nighttime ritual can still deliver powerful results over time, especially for those who avoid over-processing their skin during the day. With a bit of patience, a consistent, gentle approach can strengthen the skin’s natural defences, improve texture, and reduce reactivity. The best skincare routine isn’t the one with the most steps, but the one you return to nightly, confident it won’t betray your trust.",9,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__recursive,q_and_a,recursive,0.861,0,Nighttime Skincare Routine for Sensitive Skin: Q&A,1,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__recursive,q_and_a,recursive,0.839,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,2,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__recursive,dense_prose,recursive,0.837,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",3,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__recursive,structured_content,recursive,0.837,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",4,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__recursive,q_and_a,recursive,0.837,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",5,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__recursive,structured_content,recursive,0.831,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,6,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__recursive,dense_prose,recursive,0.783,6,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the",7,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__recursive,structured_content,recursive,0.761,16,"For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",8,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__recursive,dense_prose,recursive,0.724,8,"A simplified nighttime ritual can still deliver powerful results over time, especially for those who avoid over-processing their skin during the day. With a bit of patience, a consistent, gentle approach can strengthen the skin’s natural defences, improve texture, and reduce reactivity. The best skincare routine isn’t the one with the most steps, but the one you return to nightly, confident it won’t betray your trust.",9,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__semantic,q_and_a,semantic,0.861,0,Nighttime Skincare Routine for Sensitive Skin: Q&A,1,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__semantic,dense_prose,semantic,0.841,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",2,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__semantic,structured_content,semantic,0.841,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",3,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__semantic,q_and_a,semantic,0.841,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",4,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__semantic,q_and_a,semantic,0.839,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,5,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__semantic,structured_content,semantic,0.831,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,6,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__semantic,dense_prose,semantic,0.788,7,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",7,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__semantic,structured_content,semantic,0.761,16,"For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",8,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__semantic,dense_prose,semantic,0.735,9,"A simplified nighttime ritual can still deliver powerful results over time, especially for those who avoid over-processing their skin during the day. With a bit of patience, a consistent, gentle approach can strengthen the skin’s natural defences, improve texture, and reduce reactivity.",9,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__tokens,q_and_a,tokens,0.861,0,Nighttime Skincare Routine for Sensitive Skin: Q&A,1,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__tokens,q_and_a,tokens,0.839,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,2,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__tokens,dense_prose,tokens,0.837,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",3,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__tokens,structured_content,tokens,0.837,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",4,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,q_and_a__tokens,q_and_a,tokens,0.837,2,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",5,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__tokens,structured_content,tokens,0.831,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,6,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__tokens,dense_prose,tokens,0.783,6,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the",7,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,structured_content__tokens,structured_content,tokens,0.761,16,"For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",8,skincare_retrieval_results_20250612_0833.csv
layering products for sensitive skin at night,No,dense_prose__tokens,dense_prose,tokens,0.724,8,"A simplified nighttime ritual can still deliver powerful results over time, especially for those who avoid over-processing their skin during the day. With a bit of patience, a consistent, gentle approach can strengthen the skin’s natural defences, improve texture, and reduce reactivity. The best skincare routine isn’t the one with the most steps, but the one you return to nightly, confident it won’t betray your trust.",9,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__html,q_and_a,html,0.764,2,"Is cleansing necessary at night if I don’t wear makeup? Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping. What should I focus on after cleansing?",1,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__html,structured_content,html,0.709,2,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping. From there, hydration is the focus—not just moisture, but ingredients that help reinforce the skin’s natural lipid layer.",2,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__html,dense_prose,html,0.707,1,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping. From there, hydration is the focus—not just moisture, but ingredients that help reinforce the skin’s natural lipid layer. A single well-formulated serum or essence, ideally with calming ingredients like panthenol, oat extract, or ceramides, can make a meaningful difference without the risk of reactivity.",3,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__html,structured_content,html,0.688,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes The Purpose of Nighttime Care,4,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__html,q_and_a,html,0.671,0,Nighttime Skincare Routine for Sensitive Skin: Q&A Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,5,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__html,structured_content,html,0.663,5,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",6,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__html,dense_prose,html,0.662,3,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the routine feels sustainable, soothing, and in service of your skin’s unique needs.",7,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__html,q_and_a,html,0.653,5,"Are eye creams or spot treatments necessary for sensitive skin at night? Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Should I always use actives in my nighttime routine?",8,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__html,dense_prose,html,0.644,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the time for experimentation or high-potency treatments, but for consistency and calm.",9,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__recursive,q_and_a,recursive,0.827,4,Is cleansing necessary at night if I don’t wear makeup?,1,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__recursive,structured_content,recursive,0.807,4,"Cleansing remains essential, even if no makeup is worn.",2,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__recursive,q_and_a,recursive,0.754,5,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping.",3,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__recursive,dense_prose,recursive,0.71,2,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping. From there, hydration is the focus—not just moisture, but ingredients that help reinforce the skin’s natural lipid layer. A single well-formulated serum or essence, ideally with calming ingredients like pan",4,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__recursive,q_and_a,recursive,0.68,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,5,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__recursive,structured_content,recursive,0.677,17,"Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm.",6,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__recursive,structured_content,recursive,0.67,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,7,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__recursive,dense_prose,recursive,0.665,6,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the",8,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__recursive,dense_prose,recursive,0.644,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",9,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__semantic,q_and_a,semantic,0.827,4,Is cleansing necessary at night if I don’t wear makeup?,1,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__semantic,structured_content,semantic,0.807,4,"Cleansing remains essential, even if no makeup is worn.",2,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__semantic,q_and_a,semantic,0.783,5,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing.",3,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__semantic,dense_prose,semantic,0.754,2,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping.",4,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__semantic,q_and_a,semantic,0.68,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,5,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__semantic,structured_content,semantic,0.677,17,"Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm.",6,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__semantic,structured_content,semantic,0.67,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,7,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__semantic,dense_prose,semantic,0.663,7,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",8,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__semantic,dense_prose,semantic,0.644,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation.",9,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__tokens,q_and_a,tokens,0.827,4,Is cleansing necessary at night if I don’t wear makeup?,1,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__tokens,structured_content,tokens,0.807,4,"Cleansing remains essential, even if no makeup is worn.",2,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__tokens,q_and_a,tokens,0.754,5,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping.",3,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__tokens,dense_prose,tokens,0.71,2,"Cleansing remains essential, even if no makeup is worn. Environmental pollutants, sunscreen residues, and excess sebum still accumulate, and leaving them on overnight can impede healing. A mild, non-foaming cleanser with no added fragrance is often the safest starting point, working to clean without stripping. From there, hydration is the focus—not just moisture, but ingredients that help reinforce the skin’s natural lipid layer. A single well-formulated serum or essence, ideally with calming ingredients like pan",4,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,q_and_a__tokens,q_and_a,tokens,0.68,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,5,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__tokens,structured_content,tokens,0.677,17,"Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm.",6,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,structured_content__tokens,structured_content,tokens,0.67,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,7,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__tokens,dense_prose,tokens,0.665,6,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the",8,skincare_retrieval_results_20250612_0833.csv
necessity of double cleansing without makeup,No,dense_prose__tokens,dense_prose,tokens,0.644,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the",9,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__html,dense_prose,html,0.791,3,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the routine feels sustainable, soothing, and in service of your skin’s unique needs.",1,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__html,structured_content,html,0.79,5,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection.",2,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__html,q_and_a,html,0.772,6,"Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the routine feels sustainable, soothing, and in service of your skin’s unique needs. Can a simple routine still deliver good results?",3,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__html,dense_prose,html,0.771,0,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the time for experimentation or high-potency treatments, but for consistency and calm.",4,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__html,structured_content,html,0.771,1,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the time for experimentation or high-potency treatments, but for consistency and calm.",5,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__html,q_and_a,html,0.771,1,"For those with sensitive skin and a pared-back approach during the day, the nighttime routine becomes an opportunity to reset, repair, and reinforce the skin’s natural barrier without overwhelming it. The key lies in building a sequence that is gentle, minimal, and purposeful—one that supports the skin’s overnight regeneration without introducing harsh actives or layering too many products. When sensitivity is a factor, every step needs to do something useful, without disrupting the skin’s balance or triggering irritation. This is not the time for experimentation or high-potency treatments, but for consistency and calm.",6,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__html,q_and_a,html,0.765,5,"Are eye creams or spot treatments necessary for sensitive skin at night? Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Should I always use actives in my nighttime routine?",7,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__html,structured_content,html,0.764,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes The Purpose of Nighttime Care,8,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__html,dense_prose,html,0.746,4,"A simplified nighttime ritual can still deliver powerful results over time, especially for those who avoid over-processing their skin during the day. With a bit of patience, a consistent, gentle approach can strengthen the skin’s natural defences, improve texture, and reduce reactivity. The best skincare routine isn’t the one with the most steps, but the one you return to nightly, confident it won’t betray your trust.",9,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__recursive,structured_content,recursive,0.791,0,Nighttime Skincare Routine for Sensitive Skin and Minimal Daytime Regimes,1,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,dense_prose__recursive,dense_prose,recursive,0.788,6,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood. Some nights, the best thing for the skin may simply be rest—skipping actives entirely and letting the skin find its rhythm. Listening to the skin, rather than following trends, helps avoid cycles of inflammation and overcorrection. What matters is that the",2,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,structured_content__recursive,structured_content,recursive,0.785,16,"For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",3,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__recursive,q_and_a,recursive,0.781,1,Why is a nighttime routine important for those with sensitive skin and a minimal daytime regimen?,4,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__recursive,q_and_a,recursive,0.78,12,"Eye creams or spot treatments may be used sparingly, but aren’t essential unless targeting a specific concern. For sensitive skin, less is often more, and introducing one new product at a time ensures that any reaction can be isolated and understood.",5,skincare_retrieval_results_20250612_0833.csv
need for complex skincare routines for sensitive skin,No,q_and_a__recursive,q_and_a,recursive,0.767,11,Are eye creams or spot treatments necessary for sensitive skin at night?,6,skincare_retrieval_results_20250612_0833.csv
